Illness Name,Category
"COVID-19, Tuberculosis","0, 0"
"COVID-19, Schizoaffective Disorder","0, 1"
"COVID-19, Common Cold","0, 0"
"COVID-19, Celiac Disease","0, 2"
"COVID-19, Bronchitis","0, 0"
"COVID-19, Emotional Dysregulation","0, 1"
"COVID-19, Chronic Bronchitis","0, 2"
"COVID-19, Postural Deformity","0, 3"
"COVID-19, Eating Disorder","0, 1"
"Rheumatic Heart Disease, Histrionic Personality Disorder","2, 1"
"Rheumatic Heart Disease, Hepatitis B","2, 0"
"Rheumatic Heart Disease, Thyroid Disease","2, 2"
"Rheumatic Heart Disease, Hemiplegia","2, 3"
"Rheumatic Heart Disease, Chronic Appendicitis","2, 2"
"Rheumatic Heart Disease, Clubfoot","2, 3"
"Rheumatic Heart Disease, Speech Impairment","2, 3"
"Rheumatic Heart Disease, Fibromyalgia","2, 2"
"Rheumatic Heart Disease, Ulcerative Colitis","2, 2"
"Rheumatic Heart Disease, Osteogenesis Imperfecta","2, 3"
"Rheumatic Heart Disease, Muscle Weakness","2, 3"
"Rheumatic Heart Disease, Toxoplasmosis","2, 0"
"Rheumatic Heart Disease, Psoriasis","2, 2"
"Rheumatic Heart Disease, Narcissistic Personality Disorder","2, 1"
"Rheumatic Heart Disease, Phobias","2, 1"
"Rheumatic Heart Disease, Chronic Pancreatitis","2, 2"
"Rheumatic Heart Disease, Chronic Migraine","2, 2"
"Rheumatic Heart Disease, Cystic Fibrosis","2, 2"
"Rheumatic Heart Disease, Seasonal Affective Disorder","2, 1"
"Rheumatic Heart Disease, Frozen Shoulder","2, 3"
"Rheumatic Heart Disease, Bipolar Disorder","2, 1"
"Rheumatic Heart Disease, Chronic Fatigue Syndrome","2, 2"
"Rheumatic Heart Disease, Quadriplegia","2, 3"
"Rheumatic Heart Disease, Mania","2, 1"
"Rheumatic Heart Disease, Monoplegia","2, 3"
"Rheumatic Heart Disease, Mumps","2, 0"
"Rheumatic Heart Disease, Ear Infection","2, 0"
"Rheumatic Heart Disease, Diabetes","2, 2"
"Rheumatic Heart Disease, Multiple Sclerosis","2, 3"
"Rheumatic Heart Disease, Impulse Control Disorder","2, 1"
"Rheumatic Heart Disease, Autism Spectrum Disorder","2, 1"
"Rheumatic Heart Disease, Hyperactivity Disorder","2, 1"
"Rheumatic Heart Disease, Sarcoidosis","2, 2"
"Rheumatic Heart Disease, Drop Foot","2, 3"
"Rheumatic Heart Disease, Scarlet Fever","2, 0"
"Rheumatic Heart Disease, Tuberculosis","2, 0"
"Rheumatic Heart Disease, Schizoaffective Disorder","2, 1"
"Rheumatic Heart Disease, Common Cold","2, 0"
"Rheumatic Heart Disease, Celiac Disease","2, 2"
"Rheumatic Heart Disease, Bronchitis","2, 0"
"Rheumatic Heart Disease, Emotional Dysregulation","2, 1"
"Rheumatic Heart Disease, Chronic Bronchitis","2, 2"
"Rheumatic Heart Disease, Postural Deformity","2, 3"
"Rheumatic Heart Disease, Eating Disorder","2, 1"
"Histrionic Personality Disorder, Hepatitis B","1, 0"
"Histrionic Personality Disorder, Thyroid Disease","1, 2"
"Histrionic Personality Disorder, Hemiplegia","1, 3"
"Histrionic Personality Disorder, Chronic Appendicitis","1, 2"
"Histrionic Personality Disorder, Clubfoot","1, 3"
"Histrionic Personality Disorder, Speech Impairment","1, 3"
"Histrionic Personality Disorder, Fibromyalgia","1, 2"
"Histrionic Personality Disorder, Ulcerative Colitis","1, 2"
"Histrionic Personality Disorder, Osteogenesis Imperfecta","1, 3"
"Histrionic Personality Disorder, Muscle Weakness","1, 3"
"Histrionic Personality Disorder, Toxoplasmosis","1, 0"
"Histrionic Personality Disorder, Psoriasis","1, 2"
"Histrionic Personality Disorder, Narcissistic Personality Disorder","1, 1"
"Histrionic Personality Disorder, Phobias","1, 1"
"Histrionic Personality Disorder, Chronic Pancreatitis","1, 2"
"Histrionic Personality Disorder, Chronic Migraine","1, 2"
"Histrionic Personality Disorder, Cystic Fibrosis","1, 2"
"Histrionic Personality Disorder, Seasonal Affective Disorder","1, 1"
"Histrionic Personality Disorder, Frozen Shoulder","1, 3"
"Histrionic Personality Disorder, Bipolar Disorder","1, 1"
"Histrionic Personality Disorder, Chronic Fatigue Syndrome","1, 2"
"Histrionic Personality Disorder, Quadriplegia","1, 3"
"Histrionic Personality Disorder, Mania","1, 1"
"Histrionic Personality Disorder, Monoplegia","1, 3"
"Histrionic Personality Disorder, Mumps","1, 0"
"Histrionic Personality Disorder, Ear Infection","1, 0"
"Histrionic Personality Disorder, Diabetes","1, 2"
"Histrionic Personality Disorder, Multiple Sclerosis","1, 3"
"Histrionic Personality Disorder, Impulse Control Disorder","1, 1"
"Histrionic Personality Disorder, Autism Spectrum Disorder","1, 1"
"Histrionic Personality Disorder, Hyperactivity Disorder","1, 1"
"Histrionic Personality Disorder, Sarcoidosis","1, 2"
"Histrionic Personality Disorder, Drop Foot","1, 3"
"Histrionic Personality Disorder, Scarlet Fever","1, 0"
"Histrionic Personality Disorder, Tuberculosis","1, 0"
"Histrionic Personality Disorder, Schizoaffective Disorder","1, 1"
"Histrionic Personality Disorder, Common Cold","1, 0"
"Histrionic Personality Disorder, Celiac Disease","1, 2"
"Histrionic Personality Disorder, Bronchitis","1, 0"
"Histrionic Personality Disorder, Emotional Dysregulation","1, 1"
"Histrionic Personality Disorder, Chronic Bronchitis","1, 2"
"Histrionic Personality Disorder, Postural Deformity","1, 3"
"Histrionic Personality Disorder, Eating Disorder","1, 1"
"Hepatitis B, Thyroid Disease","0, 2"
"Hepatitis B, Hemiplegia","0, 3"
"Hepatitis B, Chronic Appendicitis","0, 2"
"Hepatitis B, Clubfoot","0, 3"
"Hepatitis B, Speech Impairment","0, 3"
"Hepatitis B, Fibromyalgia","0, 2"
"Hepatitis B, Ulcerative Colitis","0, 2"
"Hepatitis B, Osteogenesis Imperfecta","0, 3"
"Hepatitis B, Muscle Weakness","0, 3"
"Hepatitis B, Toxoplasmosis","0, 0"
"Hepatitis B, Psoriasis","0, 2"
"Hepatitis B, Narcissistic Personality Disorder","0, 1"
"Hepatitis B, Phobias","0, 1"
"Hepatitis B, Chronic Pancreatitis","0, 2"
"Hepatitis B, Chronic Migraine","0, 2"
"Hepatitis B, Cystic Fibrosis","0, 2"
"Hepatitis B, Seasonal Affective Disorder","0, 1"
"Hepatitis B, Frozen Shoulder","0, 3"
"Hepatitis B, Bipolar Disorder","0, 1"
"Hepatitis B, Chronic Fatigue Syndrome","0, 2"
"Hepatitis B, Quadriplegia","0, 3"
"Hepatitis B, Mania","0, 1"
"Hepatitis B, Monoplegia","0, 3"
"Hepatitis B, Mumps","0, 0"
"Hepatitis B, Ear Infection","0, 0"
"Hepatitis B, Diabetes","0, 2"
"Hepatitis B, Multiple Sclerosis","0, 3"
"Hepatitis B, Impulse Control Disorder","0, 1"
"Hepatitis B, Autism Spectrum Disorder","0, 1"
"Hepatitis B, Hyperactivity Disorder","0, 1"
"Hepatitis B, Sarcoidosis","0, 2"
"Hepatitis B, Drop Foot","0, 3"
"Hepatitis B, Scarlet Fever","0, 0"
"Hepatitis B, Tuberculosis","0, 0"
"Hepatitis B, Schizoaffective Disorder","0, 1"
"Hepatitis B, Common Cold","0, 0"
"Hepatitis B, Celiac Disease","0, 2"
"Hepatitis B, Bronchitis","0, 0"
"Hepatitis B, Emotional Dysregulation","0, 1"
"Hepatitis B, Chronic Bronchitis","0, 2"
"Hepatitis B, Postural Deformity","0, 3"
"Hepatitis B, Eating Disorder","0, 1"
"Thyroid Disease, Hemiplegia","2, 3"
"Thyroid Disease, Chronic Appendicitis","2, 2"
"Thyroid Disease, Clubfoot","2, 3"
"Thyroid Disease, Speech Impairment","2, 3"
"Thyroid Disease, Fibromyalgia","2, 2"
"Thyroid Disease, Ulcerative Colitis","2, 2"
"Thyroid Disease, Osteogenesis Imperfecta","2, 3"
"Thyroid Disease, Muscle Weakness","2, 3"
"Thyroid Disease, Toxoplasmosis","2, 0"
"Thyroid Disease, Psoriasis","2, 2"
"Thyroid Disease, Narcissistic Personality Disorder","2, 1"
"Thyroid Disease, Phobias","2, 1"
"Thyroid Disease, Chronic Pancreatitis","2, 2"
"Thyroid Disease, Chronic Migraine","2, 2"
"Thyroid Disease, Cystic Fibrosis","2, 2"
"Thyroid Disease, Seasonal Affective Disorder","2, 1"
"Thyroid Disease, Frozen Shoulder","2, 3"
"Thyroid Disease, Bipolar Disorder","2, 1"
"Thyroid Disease, Chronic Fatigue Syndrome","2, 2"
"Thyroid Disease, Quadriplegia","2, 3"
"Thyroid Disease, Mania","2, 1"
"Thyroid Disease, Monoplegia","2, 3"
"Thyroid Disease, Mumps","2, 0"
"Thyroid Disease, Ear Infection","2, 0"
"Thyroid Disease, Diabetes","2, 2"
"Thyroid Disease, Multiple Sclerosis","2, 3"
"Thyroid Disease, Impulse Control Disorder","2, 1"
"Thyroid Disease, Autism Spectrum Disorder","2, 1"
"Thyroid Disease, Hyperactivity Disorder","2, 1"
"Thyroid Disease, Sarcoidosis","2, 2"
"Thyroid Disease, Drop Foot","2, 3"
"Thyroid Disease, Scarlet Fever","2, 0"
"Thyroid Disease, Tuberculosis","2, 0"
"Thyroid Disease, Schizoaffective Disorder","2, 1"
"Thyroid Disease, Common Cold","2, 0"
"Thyroid Disease, Celiac Disease","2, 2"
"Thyroid Disease, Bronchitis","2, 0"
"Thyroid Disease, Emotional Dysregulation","2, 1"
"Thyroid Disease, Chronic Bronchitis","2, 2"
"Thyroid Disease, Postural Deformity","2, 3"
"Thyroid Disease, Eating Disorder","2, 1"
"Hemiplegia, Chronic Appendicitis","3, 2"
"Hemiplegia, Clubfoot","3, 3"
"Hemiplegia, Speech Impairment","3, 3"
"Hemiplegia, Fibromyalgia","3, 2"
"Hemiplegia, Ulcerative Colitis","3, 2"
"Hemiplegia, Osteogenesis Imperfecta","3, 3"
"Hemiplegia, Muscle Weakness","3, 3"
"Hemiplegia, Toxoplasmosis","3, 0"
"Hemiplegia, Psoriasis","3, 2"
"Hemiplegia, Narcissistic Personality Disorder","3, 1"
"Hemiplegia, Phobias","3, 1"
"Hemiplegia, Chronic Pancreatitis","3, 2"
"Hemiplegia, Chronic Migraine","3, 2"
"Hemiplegia, Cystic Fibrosis","3, 2"
"Hemiplegia, Seasonal Affective Disorder","3, 1"
"Hemiplegia, Frozen Shoulder","3, 3"
"Hemiplegia, Bipolar Disorder","3, 1"
"Hemiplegia, Chronic Fatigue Syndrome","3, 2"
"Hemiplegia, Quadriplegia","3, 3"
"Hemiplegia, Mania","3, 1"
"Hemiplegia, Monoplegia","3, 3"
"Hemiplegia, Mumps","3, 0"
"Hemiplegia, Ear Infection","3, 0"
"Hemiplegia, Diabetes","3, 2"
"Hemiplegia, Multiple Sclerosis","3, 3"
"Hemiplegia, Impulse Control Disorder","3, 1"
"Hemiplegia, Autism Spectrum Disorder","3, 1"
"Hemiplegia, Hyperactivity Disorder","3, 1"
"Hemiplegia, Sarcoidosis","3, 2"
"Hemiplegia, Drop Foot","3, 3"
"Hemiplegia, Scarlet Fever","3, 0"
"Hemiplegia, Tuberculosis","3, 0"
"Hemiplegia, Schizoaffective Disorder","3, 1"
"Hemiplegia, Common Cold","3, 0"
"Hemiplegia, Celiac Disease","3, 2"
"Hemiplegia, Bronchitis","3, 0"
"Hemiplegia, Emotional Dysregulation","3, 1"
"Hemiplegia, Chronic Bronchitis","3, 2"
"Hemiplegia, Postural Deformity","3, 3"
"Hemiplegia, Eating Disorder","3, 1"
"Chronic Appendicitis, Clubfoot","2, 3"
"Chronic Appendicitis, Speech Impairment","2, 3"
"Chronic Appendicitis, Fibromyalgia","2, 2"
"Chronic Appendicitis, Ulcerative Colitis","2, 2"
"Chronic Appendicitis, Osteogenesis Imperfecta","2, 3"
"Chronic Appendicitis, Muscle Weakness","2, 3"
"Chronic Appendicitis, Toxoplasmosis","2, 0"
"Chronic Appendicitis, Psoriasis","2, 2"
"Chronic Appendicitis, Narcissistic Personality Disorder","2, 1"
"Chronic Appendicitis, Phobias","2, 1"
"Chronic Appendicitis, Chronic Pancreatitis","2, 2"
"Chronic Appendicitis, Chronic Migraine","2, 2"
"Chronic Appendicitis, Cystic Fibrosis","2, 2"
"Chronic Appendicitis, Seasonal Affective Disorder","2, 1"
"Chronic Appendicitis, Frozen Shoulder","2, 3"
"Chronic Appendicitis, Bipolar Disorder","2, 1"
"Chronic Appendicitis, Chronic Fatigue Syndrome","2, 2"
"Chronic Appendicitis, Quadriplegia","2, 3"
"Chronic Appendicitis, Mania","2, 1"
"Chronic Appendicitis, Monoplegia","2, 3"
"Chronic Appendicitis, Mumps","2, 0"
"Chronic Appendicitis, Ear Infection","2, 0"
"Chronic Appendicitis, Diabetes","2, 2"
"Chronic Appendicitis, Multiple Sclerosis","2, 3"
"Chronic Appendicitis, Impulse Control Disorder","2, 1"
"Chronic Appendicitis, Autism Spectrum Disorder","2, 1"
"Chronic Appendicitis, Hyperactivity Disorder","2, 1"
"Chronic Appendicitis, Sarcoidosis","2, 2"
"Chronic Appendicitis, Drop Foot","2, 3"
"Chronic Appendicitis, Scarlet Fever","2, 0"
"Chronic Appendicitis, Tuberculosis","2, 0"
"Chronic Appendicitis, Schizoaffective Disorder","2, 1"
"Chronic Appendicitis, Common Cold","2, 0"
"Chronic Appendicitis, Celiac Disease","2, 2"
"Chronic Appendicitis, Bronchitis","2, 0"
"Chronic Appendicitis, Emotional Dysregulation","2, 1"
"Chronic Appendicitis, Chronic Bronchitis","2, 2"
"Chronic Appendicitis, Postural Deformity","2, 3"
"Chronic Appendicitis, Eating Disorder","2, 1"
"Clubfoot, Speech Impairment","3, 3"
"Clubfoot, Fibromyalgia","3, 2"
"Clubfoot, Ulcerative Colitis","3, 2"
"Clubfoot, Osteogenesis Imperfecta","3, 3"
"Clubfoot, Muscle Weakness","3, 3"
"Clubfoot, Toxoplasmosis","3, 0"
"Clubfoot, Psoriasis","3, 2"
"Clubfoot, Narcissistic Personality Disorder","3, 1"
"Clubfoot, Phobias","3, 1"
"Clubfoot, Chronic Pancreatitis","3, 2"
"Clubfoot, Chronic Migraine","3, 2"
"Clubfoot, Cystic Fibrosis","3, 2"
"Clubfoot, Seasonal Affective Disorder","3, 1"
"Clubfoot, Frozen Shoulder","3, 3"
"Clubfoot, Bipolar Disorder","3, 1"
"Clubfoot, Chronic Fatigue Syndrome","3, 2"
"Clubfoot, Quadriplegia","3, 3"
"Clubfoot, Mania","3, 1"
"Clubfoot, Monoplegia","3, 3"
"Clubfoot, Mumps","3, 0"
"Clubfoot, Ear Infection","3, 0"
"Clubfoot, Diabetes","3, 2"
"Clubfoot, Multiple Sclerosis","3, 3"
"Clubfoot, Impulse Control Disorder","3, 1"
"Clubfoot, Autism Spectrum Disorder","3, 1"
"Clubfoot, Hyperactivity Disorder","3, 1"
"Clubfoot, Sarcoidosis","3, 2"
"Clubfoot, Drop Foot","3, 3"
"Clubfoot, Scarlet Fever","3, 0"
"Clubfoot, Tuberculosis","3, 0"
"Clubfoot, Schizoaffective Disorder","3, 1"
"Clubfoot, Common Cold","3, 0"
"Clubfoot, Celiac Disease","3, 2"
"Clubfoot, Bronchitis","3, 0"
"Clubfoot, Emotional Dysregulation","3, 1"
"Clubfoot, Chronic Bronchitis","3, 2"
"Clubfoot, Postural Deformity","3, 3"
"Clubfoot, Eating Disorder","3, 1"
"Speech Impairment, Fibromyalgia","3, 2"
"Speech Impairment, Ulcerative Colitis","3, 2"
"Speech Impairment, Osteogenesis Imperfecta","3, 3"
"Speech Impairment, Muscle Weakness","3, 3"
"Speech Impairment, Toxoplasmosis","3, 0"
"Speech Impairment, Psoriasis","3, 2"
"Speech Impairment, Narcissistic Personality Disorder","3, 1"
"Speech Impairment, Phobias","3, 1"
"Speech Impairment, Chronic Pancreatitis","3, 2"
"Speech Impairment, Chronic Migraine","3, 2"
"Speech Impairment, Cystic Fibrosis","3, 2"
"Speech Impairment, Seasonal Affective Disorder","3, 1"
"Speech Impairment, Frozen Shoulder","3, 3"
"Speech Impairment, Bipolar Disorder","3, 1"
"Speech Impairment, Chronic Fatigue Syndrome","3, 2"
"Speech Impairment, Quadriplegia","3, 3"
"Speech Impairment, Mania","3, 1"
"Speech Impairment, Monoplegia","3, 3"
"Speech Impairment, Mumps","3, 0"
"Speech Impairment, Ear Infection","3, 0"
"Speech Impairment, Diabetes","3, 2"
"Speech Impairment, Multiple Sclerosis","3, 3"
"Speech Impairment, Impulse Control Disorder","3, 1"
"Speech Impairment, Autism Spectrum Disorder","3, 1"
"Speech Impairment, Hyperactivity Disorder","3, 1"
"Speech Impairment, Sarcoidosis","3, 2"
"Speech Impairment, Drop Foot","3, 3"
"Speech Impairment, Scarlet Fever","3, 0"
"Speech Impairment, Tuberculosis","3, 0"
"Speech Impairment, Schizoaffective Disorder","3, 1"
"Speech Impairment, Common Cold","3, 0"
"Speech Impairment, Celiac Disease","3, 2"
"Speech Impairment, Bronchitis","3, 0"
"Speech Impairment, Emotional Dysregulation","3, 1"
"Speech Impairment, Chronic Bronchitis","3, 2"
"Speech Impairment, Postural Deformity","3, 3"
"Speech Impairment, Eating Disorder","3, 1"
"Fibromyalgia, Ulcerative Colitis","2, 2"
"Fibromyalgia, Osteogenesis Imperfecta","2, 3"
"Fibromyalgia, Muscle Weakness","2, 3"
"Fibromyalgia, Toxoplasmosis","2, 0"
"Fibromyalgia, Psoriasis","2, 2"
"Fibromyalgia, Narcissistic Personality Disorder","2, 1"
"Fibromyalgia, Phobias","2, 1"
"Fibromyalgia, Chronic Pancreatitis","2, 2"
"Fibromyalgia, Chronic Migraine","2, 2"
"Fibromyalgia, Cystic Fibrosis","2, 2"
"Fibromyalgia, Seasonal Affective Disorder","2, 1"
"Fibromyalgia, Frozen Shoulder","2, 3"
"Fibromyalgia, Bipolar Disorder","2, 1"
"Fibromyalgia, Chronic Fatigue Syndrome","2, 2"
"Fibromyalgia, Quadriplegia","2, 3"
"Fibromyalgia, Mania","2, 1"
"Fibromyalgia, Monoplegia","2, 3"
"Fibromyalgia, Mumps","2, 0"
"Fibromyalgia, Ear Infection","2, 0"
"Fibromyalgia, Diabetes","2, 2"
"Fibromyalgia, Multiple Sclerosis","2, 3"
"Fibromyalgia, Impulse Control Disorder","2, 1"
"Fibromyalgia, Autism Spectrum Disorder","2, 1"
"Fibromyalgia, Hyperactivity Disorder","2, 1"
"Fibromyalgia, Sarcoidosis","2, 2"
"Fibromyalgia, Drop Foot","2, 3"
"Fibromyalgia, Scarlet Fever","2, 0"
"Fibromyalgia, Tuberculosis","2, 0"
"Fibromyalgia, Schizoaffective Disorder","2, 1"
"Fibromyalgia, Common Cold","2, 0"
"Fibromyalgia, Celiac Disease","2, 2"
"Fibromyalgia, Bronchitis","2, 0"
"Fibromyalgia, Emotional Dysregulation","2, 1"
"Fibromyalgia, Chronic Bronchitis","2, 2"
"Fibromyalgia, Postural Deformity","2, 3"
"Fibromyalgia, Eating Disorder","2, 1"
"Ulcerative Colitis, Osteogenesis Imperfecta","2, 3"
"Ulcerative Colitis, Muscle Weakness","2, 3"
"Ulcerative Colitis, Toxoplasmosis","2, 0"
"Ulcerative Colitis, Psoriasis","2, 2"
"Ulcerative Colitis, Narcissistic Personality Disorder","2, 1"
"Ulcerative Colitis, Phobias","2, 1"
"Ulcerative Colitis, Chronic Pancreatitis","2, 2"
"Ulcerative Colitis, Chronic Migraine","2, 2"
"Ulcerative Colitis, Cystic Fibrosis","2, 2"
"Ulcerative Colitis, Seasonal Affective Disorder","2, 1"
"Ulcerative Colitis, Frozen Shoulder","2, 3"
"Ulcerative Colitis, Bipolar Disorder","2, 1"
"Ulcerative Colitis, Chronic Fatigue Syndrome","2, 2"
"Ulcerative Colitis, Quadriplegia","2, 3"
"Ulcerative Colitis, Mania","2, 1"
"Ulcerative Colitis, Monoplegia","2, 3"
"Ulcerative Colitis, Mumps","2, 0"
"Ulcerative Colitis, Ear Infection","2, 0"
"Ulcerative Colitis, Diabetes","2, 2"
"Ulcerative Colitis, Multiple Sclerosis","2, 3"
"Ulcerative Colitis, Impulse Control Disorder","2, 1"
"Ulcerative Colitis, Autism Spectrum Disorder","2, 1"
"Ulcerative Colitis, Hyperactivity Disorder","2, 1"
"Ulcerative Colitis, Sarcoidosis","2, 2"
"Ulcerative Colitis, Drop Foot","2, 3"
"Ulcerative Colitis, Scarlet Fever","2, 0"
"Ulcerative Colitis, Tuberculosis","2, 0"
"Ulcerative Colitis, Schizoaffective Disorder","2, 1"
"Ulcerative Colitis, Common Cold","2, 0"
"Ulcerative Colitis, Celiac Disease","2, 2"
"Ulcerative Colitis, Bronchitis","2, 0"
"Ulcerative Colitis, Emotional Dysregulation","2, 1"
"Ulcerative Colitis, Chronic Bronchitis","2, 2"
"Ulcerative Colitis, Postural Deformity","2, 3"
"Ulcerative Colitis, Eating Disorder","2, 1"
"Osteogenesis Imperfecta, Muscle Weakness","3, 3"
"Osteogenesis Imperfecta, Toxoplasmosis","3, 0"
"Osteogenesis Imperfecta, Psoriasis","3, 2"
"Osteogenesis Imperfecta, Narcissistic Personality Disorder","3, 1"
"Osteogenesis Imperfecta, Phobias","3, 1"
"Osteogenesis Imperfecta, Chronic Pancreatitis","3, 2"
"Osteogenesis Imperfecta, Chronic Migraine","3, 2"
"Osteogenesis Imperfecta, Cystic Fibrosis","3, 2"
"Osteogenesis Imperfecta, Seasonal Affective Disorder","3, 1"
"Osteogenesis Imperfecta, Frozen Shoulder","3, 3"
"Osteogenesis Imperfecta, Bipolar Disorder","3, 1"
"Osteogenesis Imperfecta, Chronic Fatigue Syndrome","3, 2"
"Osteogenesis Imperfecta, Quadriplegia","3, 3"
"Osteogenesis Imperfecta, Mania","3, 1"
"Osteogenesis Imperfecta, Monoplegia","3, 3"
"Osteogenesis Imperfecta, Mumps","3, 0"
"Osteogenesis Imperfecta, Ear Infection","3, 0"
"Osteogenesis Imperfecta, Diabetes","3, 2"
"Osteogenesis Imperfecta, Multiple Sclerosis","3, 3"
"Osteogenesis Imperfecta, Impulse Control Disorder","3, 1"
"Osteogenesis Imperfecta, Autism Spectrum Disorder","3, 1"
"Osteogenesis Imperfecta, Hyperactivity Disorder","3, 1"
"Osteogenesis Imperfecta, Sarcoidosis","3, 2"
"Osteogenesis Imperfecta, Drop Foot","3, 3"
"Osteogenesis Imperfecta, Scarlet Fever","3, 0"
"Osteogenesis Imperfecta, Tuberculosis","3, 0"
"Osteogenesis Imperfecta, Schizoaffective Disorder","3, 1"
"Osteogenesis Imperfecta, Common Cold","3, 0"
"Osteogenesis Imperfecta, Celiac Disease","3, 2"
"Osteogenesis Imperfecta, Bronchitis","3, 0"
"Osteogenesis Imperfecta, Emotional Dysregulation","3, 1"
"Osteogenesis Imperfecta, Chronic Bronchitis","3, 2"
"Osteogenesis Imperfecta, Postural Deformity","3, 3"
"Osteogenesis Imperfecta, Eating Disorder","3, 1"
"Muscle Weakness, Toxoplasmosis","3, 0"
"Muscle Weakness, Psoriasis","3, 2"
"Muscle Weakness, Narcissistic Personality Disorder","3, 1"
"Muscle Weakness, Phobias","3, 1"
"Muscle Weakness, Chronic Pancreatitis","3, 2"
"Muscle Weakness, Chronic Migraine","3, 2"
"Muscle Weakness, Cystic Fibrosis","3, 2"
"Muscle Weakness, Seasonal Affective Disorder","3, 1"
"Muscle Weakness, Frozen Shoulder","3, 3"
"Muscle Weakness, Bipolar Disorder","3, 1"
"Muscle Weakness, Chronic Fatigue Syndrome","3, 2"
"Muscle Weakness, Quadriplegia","3, 3"
"Muscle Weakness, Mania","3, 1"
"Muscle Weakness, Monoplegia","3, 3"
"Muscle Weakness, Mumps","3, 0"
"Muscle Weakness, Ear Infection","3, 0"
"Muscle Weakness, Diabetes","3, 2"
"Muscle Weakness, Multiple Sclerosis","3, 3"
"Muscle Weakness, Impulse Control Disorder","3, 1"
"Muscle Weakness, Autism Spectrum Disorder","3, 1"
"Muscle Weakness, Hyperactivity Disorder","3, 1"
"Muscle Weakness, Sarcoidosis","3, 2"
"Muscle Weakness, Drop Foot","3, 3"
"Muscle Weakness, Scarlet Fever","3, 0"
"Muscle Weakness, Tuberculosis","3, 0"
"Muscle Weakness, Schizoaffective Disorder","3, 1"
"Muscle Weakness, Common Cold","3, 0"
"Muscle Weakness, Celiac Disease","3, 2"
"Muscle Weakness, Bronchitis","3, 0"
"Muscle Weakness, Emotional Dysregulation","3, 1"
"Muscle Weakness, Chronic Bronchitis","3, 2"
"Muscle Weakness, Postural Deformity","3, 3"
"Muscle Weakness, Eating Disorder","3, 1"
"Toxoplasmosis, Psoriasis","0, 2"
"Toxoplasmosis, Narcissistic Personality Disorder","0, 1"
"Toxoplasmosis, Phobias","0, 1"
"Toxoplasmosis, Chronic Pancreatitis","0, 2"
"Toxoplasmosis, Chronic Migraine","0, 2"
"Toxoplasmosis, Cystic Fibrosis","0, 2"
"Toxoplasmosis, Seasonal Affective Disorder","0, 1"
"Toxoplasmosis, Frozen Shoulder","0, 3"
"Toxoplasmosis, Bipolar Disorder","0, 1"
"Toxoplasmosis, Chronic Fatigue Syndrome","0, 2"
"Toxoplasmosis, Quadriplegia","0, 3"
"Toxoplasmosis, Mania","0, 1"
"Toxoplasmosis, Monoplegia","0, 3"
"Toxoplasmosis, Mumps","0, 0"
"Toxoplasmosis, Ear Infection","0, 0"
"Toxoplasmosis, Diabetes","0, 2"
"Toxoplasmosis, Multiple Sclerosis","0, 3"
"Toxoplasmosis, Impulse Control Disorder","0, 1"
"Toxoplasmosis, Autism Spectrum Disorder","0, 1"
"Toxoplasmosis, Hyperactivity Disorder","0, 1"
